priority_phase,nav_title,assigned_writer,Column 4,work_type,proposed_section,current_path,proposed_path,annotation,redirect_needed,pr_branch,notes
NONE (unchanged),Active user campaigns,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/active_user_campaigns.md,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/active_user_campaigns.md,,no,,
NONE (unchanged),Add-to-calendar links,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/add_to_calendar_links.md,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/add_to_calendar_links.md,,no,,
NONE (unchanged),Best practices,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/best_practices.md,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/best_practices.md,,no,,
NONE (unchanged),Booking reminder email,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/booking_use_case.md,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/booking_use_case.md,,no,,
NONE (unchanged),Capture lapsing users,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/capturing_lapsing_users.md,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/capturing_lapsing_users.md,,no,,
NONE (unchanged),Understanding user installs,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/install_attribution.md,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/install_attribution.md,,no,,
NONE (unchanged),Feature awareness and new app version,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/new_features.md,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/new_features.md,,no,,
NONE (unchanged),Retargeting campaigns,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/retargeting_campaigns.md,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/retargeting_campaigns.md,,no,,
NONE (unchanged),Automate Zoom registration,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/zoom.md,_docs/_user_guide/engagement_tools/campaigns/ideas_and_strategies/zoom.md,,no,,
NONE (unchanged),Campaign alerts,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/managing_campaigns/campaign_alerts.md,_docs/_user_guide/engagement_tools/campaigns/managing_campaigns/campaign_alerts.md,,no,,
NONE (unchanged),Edit your campaign after launch,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/managing_campaigns/change_your_campaign_after_launch.md,_docs/_user_guide/engagement_tools/campaigns/managing_campaigns/change_your_campaign_after_launch.md,,no,,
NONE (unchanged),Search for campaigns,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/managing_campaigns/search_campaigns.md,_docs/_user_guide/engagement_tools/campaigns/managing_campaigns/search_campaigns.md,,no,,
NONE (unchanged),Campaign analytics,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/testing_and_more/campaign_analytics.md,_docs/_user_guide/engagement_tools/campaigns/testing_and_more/campaign_analytics.md,,no,,
NONE (unchanged),Funnel reports,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/testing_and_more/campaign_funnel_report.md,_docs/_user_guide/engagement_tools/campaigns/testing_and_more/campaign_funnel_report.md,,no,,
NONE (unchanged),Retention reports,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/testing_and_more/retention_reports.md,_docs/_user_guide/engagement_tools/campaigns/testing_and_more/retention_reports.md,,no,,
NONE (unchanged),Send test messages,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/testing_and_more/sending_test_messages.md,_docs/_user_guide/engagement_tools/campaigns/testing_and_more/sending_test_messages.md,,no,,
NONE (unchanged),API-triggered and action-based campaigns,,Not started,none,,_docs/_user_guide/engagement_tools/campaigns/testing_and_more/triggered_action_based.md,_docs/_user_guide/engagement_tools/campaigns/testing_and_more/triggered_action_based.md,,no,,
NONE (unchanged),Canvas components,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/canvas_components.md,_docs/_user_guide/engagement_tools/canvas/canvas_components.md,,no,,
NONE (unchanged),Action paths,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/canvas_components/action_paths.md,_docs/_user_guide/engagement_tools/canvas/canvas_components/action_paths.md,,no,,
NONE (unchanged),Agent,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/canvas_components/agent_step.md,_docs/_user_guide/engagement_tools/canvas/canvas_components/agent_step.md,,no,,
NONE (unchanged),Audience paths,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/canvas_components/audience_paths.md,_docs/_user_guide/engagement_tools/canvas/canvas_components/audience_paths.md,,no,,
NONE (unchanged),Audience sync,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/canvas_components/audience_sync.md,_docs/_user_guide/engagement_tools/canvas/canvas_components/audience_sync.md,,no,,
NONE (unchanged),Content Optimizer,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/canvas_components/content_optimizer_step.md,_docs/_user_guide/engagement_tools/canvas/canvas_components/content_optimizer_step.md,,no,,
NONE (unchanged),Context,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/canvas_components/context.md,_docs/_user_guide/engagement_tools/canvas/canvas_components/context.md,,no,,
NONE (unchanged),Decision split,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/canvas_components/decision_split.md,_docs/_user_guide/engagement_tools/canvas/canvas_components/decision_split.md,,no,,
NONE (unchanged),Delay,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/canvas_components/delay_step.md,_docs/_user_guide/engagement_tools/canvas/canvas_components/delay_step.md,,no,,
NONE (unchanged),Experiment Paths,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/canvas_components/experiment_step.md,_docs/_user_guide/engagement_tools/canvas/canvas_components/experiment_step.md,,no,,
NONE (unchanged),Personalized Paths,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/canvas_components/experiment_step/personalized_paths.md,_docs/_user_guide/engagement_tools/canvas/canvas_components/experiment_step/personalized_paths.md,,no,,
NONE (unchanged),Winning Path,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/canvas_components/experiment_step/winning_path.md,_docs/_user_guide/engagement_tools/canvas/canvas_components/experiment_step/winning_path.md,,no,,
NONE (unchanged),Message,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/canvas_components/message_step.md,_docs/_user_guide/engagement_tools/canvas/canvas_components/message_step.md,,no,,
NONE (unchanged),User update,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/canvas_components/user_update.md,_docs/_user_guide/engagement_tools/canvas/canvas_components/user_update.md,,no,,
NONE (unchanged),Build Canvases,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/create_a_canvas.md,_docs/_user_guide/engagement_tools/canvas/create_a_canvas.md,,no,,
NONE (unchanged),Canvas by channel,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/canvas_by_channel.md,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/canvas_by_channel.md,,no,,
NONE (unchanged),Commenting in Canvas,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/canvas_comments.md,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/canvas_comments.md,,no,,
NONE (unchanged),Canvas entry properties and event properties,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/canvas_entry_properties_event_properties.md,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/canvas_entry_properties_event_properties.md,,no,,
NONE (unchanged),Persistent entry properties,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/canvas_entry_properties_event_properties/canvas_persistent_entry_properties.md,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/canvas_entry_properties_event_properties/canvas_persistent_entry_properties.md,,no,,
NONE (unchanged),Create a Canvas template,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/canvas_templates.md,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/canvas_templates.md,,no,,
NONE (unchanged),Create a Canvas,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/create_a_canvas.md,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/create_a_canvas.md,,no,,
NONE (unchanged),Exit criteria,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/exit_criteria.md,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/exit_criteria.md,,no,,
NONE (unchanged),FAQ,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/faqs.md,_docs/_user_guide/engagement_tools/canvas/faqs.md,,no,,
NONE (unchanged),Getting started,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/get_started.md,_docs/_user_guide/engagement_tools/canvas/get_started.md,,no,,
NONE (unchanged),Using Braze templates,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates.md,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates.md,,no,,
NONE (unchanged),Abandoned cart,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates/abandoned_cart.md,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates/abandoned_cart.md,,no,,
NONE (unchanged),Back in stock,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates/back_in_stock.md,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates/back_in_stock.md,,no,,
NONE (unchanged),Email sign-up with double opt-in,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates/email_signup.md,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates/email_signup.md,,no,,
NONE (unchanged),Feature adoption,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates/feature_adoption.md,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates/feature_adoption.md,,no,,
NONE (unchanged),Lapsed user,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates/lapsed_user.md,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates/lapsed_user.md,,no,,
NONE (unchanged),Onboarding,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates/onboarding.md,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates/onboarding.md,,no,,
NONE (unchanged),Post-purchase feedback,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates/post_purchase_feedback.md,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates/post_purchase_feedback.md,,no,,
NONE (unchanged),Onboarding with preferences survey,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates/preference_survey.md,_docs/_user_guide/engagement_tools/canvas/get_started/braze_templates/preference_survey.md,,no,,
NONE (unchanged),Canvas outlines,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/get_started/canvas_outlines.md,_docs/_user_guide/engagement_tools/canvas/get_started/canvas_outlines.md,,no,,
NONE (unchanged),Canvas basics,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/get_started/the_basics.md,_docs/_user_guide/engagement_tools/canvas/get_started/the_basics.md,,no,,
NONE (unchanged),Ideas and strategies,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/ideas_and_strategies.md,_docs/_user_guide/engagement_tools/canvas/ideas_and_strategies.md,,no,,
NONE (unchanged),Best practices,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/ideas_and_strategies/best_practices.md,_docs/_user_guide/engagement_tools/canvas/ideas_and_strategies/best_practices.md,,no,,
NONE (unchanged),Booking reminder email,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/ideas_and_strategies/booking_use_case.md,_docs/_user_guide/engagement_tools/canvas/ideas_and_strategies/booking_use_case.md,,no,,
NONE (unchanged),eCommerce use cases,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/ideas_and_strategies/ecommerce_use_cases.md,_docs/_user_guide/engagement_tools/canvas/ideas_and_strategies/ecommerce_use_cases.md,,no,,
NONE (unchanged),Launch with Canvas flow,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/ideas_and_strategies/launching_canvas_flow.md,_docs/_user_guide/engagement_tools/canvas/ideas_and_strategies/launching_canvas_flow.md,,no,,
NONE (unchanged),Pre and post-launch checklist,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/ideas_and_strategies/pre_post_launch_checklist.md,_docs/_user_guide/engagement_tools/canvas/ideas_and_strategies/pre_post_launch_checklist.md,,no,,
NONE (unchanged),Manage Canvases,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/managing_canvases.md,_docs/_user_guide/engagement_tools/canvas/managing_canvases.md,,no,,
NONE (unchanged),Save drafts for Canvas,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/managing_canvases/canvas_drafts.md,_docs/_user_guide/engagement_tools/canvas/managing_canvases/canvas_drafts.md,,no,,
NONE (unchanged),Canvas version history,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/managing_canvases/canvas_version_history.md,_docs/_user_guide/engagement_tools/canvas/managing_canvases/canvas_version_history.md,,no,,
NONE (unchanged),Edit Canvases after launch,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/managing_canvases/change_your_canvas_after_launch.md,_docs/_user_guide/engagement_tools/canvas/managing_canvases/change_your_canvas_after_launch.md,,no,,
NONE (unchanged),Cloning Canvases,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/managing_canvases/cloning_canvases.md,_docs/_user_guide/engagement_tools/canvas/managing_canvases/cloning_canvases.md,,no,,
NONE (unchanged),Test Canvases,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/testing_canvases.md,_docs/_user_guide/engagement_tools/canvas/testing_canvases.md,,no,,
NONE (unchanged),Funnel reports,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/testing_canvases/canvas_funnel_reports.md,_docs/_user_guide/engagement_tools/canvas/testing_canvases/canvas_funnel_reports.md,,no,,
NONE (unchanged),Canvas analytics,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/testing_canvases/measuring_and_testing_with_canvas_analytics.md,_docs/_user_guide/engagement_tools/canvas/testing_canvases/measuring_and_testing_with_canvas_analytics.md,,no,,
NONE (unchanged),Preview user paths,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/testing_canvases/preview_user_paths.md,_docs/_user_guide/engagement_tools/canvas/testing_canvases/preview_user_paths.md,,no,,
NONE (unchanged),Retention reports,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/testing_canvases/retention_reports.md,_docs/_user_guide/engagement_tools/canvas/testing_canvases/retention_reports.md,,no,,
NONE (unchanged),Send test Canvases,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/testing_canvases/sending_test_canvases.md,_docs/_user_guide/engagement_tools/canvas/testing_canvases/sending_test_canvases.md,,no,,
NONE (unchanged),Troubleshooting,,Not started,none,,_docs/_user_guide/engagement_tools/canvas/troubleshooting.md,_docs/_user_guide/engagement_tools/canvas/troubleshooting.md,,no,,
NONE (unchanged),Feature flags,,Not started,none,,_docs/_user_guide/engagement_tools/feature_flags.md,_docs/_user_guide/engagement_tools/feature_flags.md,,no,,
NONE (unchanged),Create geofences,,Not started,none,,_docs/_user_guide/engagement_tools/locations_and_geofences/creating_geofences.md,_docs/_user_guide/engagement_tools/locations_and_geofences/creating_geofences.md,,no,,
NONE (unchanged),Location tracking,,Not started,none,,_docs/_user_guide/engagement_tools/locations_and_geofences/location_tracking.md,_docs/_user_guide/engagement_tools/locations_and_geofences/location_tracking.md,,no,,
NONE (unchanged),Create a segment,,Not started,none,,_docs/_user_guide/engagement_tools/segments/creating_a_segment.md,_docs/_user_guide/engagement_tools/segments/creating_a_segment.md,,no,,
NONE (unchanged),Location targeting,,Not started,none,,_docs/_user_guide/engagement_tools/segments/location_targeting.md,_docs/_user_guide/engagement_tools/segments/location_targeting.md,,no,,
NONE (unchanged),Manage segments,,Not started,none,,_docs/_user_guide/engagement_tools/segments/managing_segments.md,_docs/_user_guide/engagement_tools/segments/managing_segments.md,,no,,
NONE (unchanged),Measure segment size,,Not started,none,,_docs/_user_guide/engagement_tools/segments/measuring_segment_size.md,_docs/_user_guide/engagement_tools/segments/measuring_segment_size.md,,no,,
NONE (unchanged),Regular expressions,,Not started,none,,_docs/_user_guide/engagement_tools/segments/regex.md,_docs/_user_guide/engagement_tools/segments/regex.md,,no,,
NONE (unchanged),Segment extensions,,Not started,none,,_docs/_user_guide/engagement_tools/segments/segment_extension.md,_docs/_user_guide/engagement_tools/segments/segment_extension.md,,no,,
NONE (unchanged),CDI segment extensions,,Not started,none,,_docs/_user_guide/engagement_tools/segments/segment_extension/cdi_segments.md,_docs/_user_guide/engagement_tools/segments/segment_extension/cdi_segments.md,,no,,
NONE (unchanged),SQL Segment Extensions,,Not started,none,,_docs/_user_guide/engagement_tools/segments/segment_extension/sql_segments.md,_docs/_user_guide/engagement_tools/segments/segment_extension/sql_segments.md,,no,,
NONE (unchanged),Catalog segments,,Not started,none,,_docs/_user_guide/engagement_tools/segments/segment_extension/sql_segments/catalog_segments.md,_docs/_user_guide/engagement_tools/segments/segment_extension/sql_segments/catalog_segments.md,,no,,
NONE (unchanged),RFM segments,,Not started,none,,_docs/_user_guide/engagement_tools/segments/segment_extension/sql_segments/rfm_segments.md,_docs/_user_guide/engagement_tools/segments/segment_extension/sql_segments/rfm_segments.md,,no,,
NONE (unchanged),SQL table reference,,Not started,none,,_docs/_user_guide/engagement_tools/segments/segment_extension/sql_segments/sql_segments_tables.md,_docs/_user_guide/engagement_tools/segments/segment_extension/sql_segments/sql_segments_tables.md,,no,,
NONE (unchanged),Segment insights,,Not started,none,,_docs/_user_guide/engagement_tools/segments/segment_insights.md,_docs/_user_guide/engagement_tools/segments/segment_insights.md,,no,,
NONE (unchanged),Segmentation filters,,Not started,none,,_docs/_user_guide/engagement_tools/segments/segmentation_filters.md,_docs/_user_guide/engagement_tools/segments/segmentation_filters.md,,no,,
NONE (unchanged),Troubleshooting,,Not started,none,,_docs/_user_guide/engagement_tools/segments/troubleshooting.md,_docs/_user_guide/engagement_tools/segments/troubleshooting.md,,no,,
NONE (unchanged),Templates and media,,Not started,none,,_docs/_user_guide/engagement_tools/templates_and_media.md,_docs/_user_guide/engagement_tools/templates_and_media.md,,no,,
NONE (unchanged),Canvas templates,,Not started,none,,_docs/_user_guide/engagement_tools/templates_and_media/canvas_templates.md,_docs/_user_guide/engagement_tools/templates_and_media/canvas_templates.md,,no,,
NONE (unchanged),FAQ,,Not started,none,,_docs/_user_guide/engagement_tools/templates_and_media/faqs.md,_docs/_user_guide/engagement_tools/templates_and_media/faqs.md,,no,,
NONE (unchanged),Engagement testing,,Not started,none,,_docs/_user_guide/engagement_tools/testing.md,_docs/_user_guide/engagement_tools/testing.md,,no,,
NONE (unchanged),Multivariate & A/B testing,,Not started,none,,_docs/_user_guide/engagement_tools/testing/multivariant_testing.md,_docs/_user_guide/engagement_tools/testing/multivariant_testing.md,,no,,
NONE (unchanged),A/B test projection,,Not started,none,,_docs/_user_guide/engagement_tools/testing/multivariant_testing/ab_test_projection.md,_docs/_user_guide/engagement_tools/testing/multivariant_testing/ab_test_projection.md,,no,,
NONE (unchanged),Getting started,,Not started,none,,_docs/_user_guide/getting_started.md,_docs/_user_guide/getting_started.md,,no,,
NONE (unchanged),Account-based segmentation,,Not started,none,,_docs/_user_guide/getting_started/b2b_use_cases/account_based_segmentation.md,_docs/_user_guide/getting_started/b2b_use_cases/account_based_segmentation.md,,no,,
NONE (unchanged),Data models,,Not started,none,,_docs/_user_guide/getting_started/b2b_use_cases/b2b_data_models.md,_docs/_user_guide/getting_started/b2b_use_cases/b2b_data_models.md,,no,,
NONE (unchanged),Salesforce Sales Cloud,,Not started,none,,_docs/_user_guide/getting_started/b2b_use_cases/b2b_salesforce_sales_cloud.md,_docs/_user_guide/getting_started/b2b_use_cases/b2b_salesforce_sales_cloud.md,,no,,
NONE (unchanged),Lead scoring,,Not started,none,,_docs/_user_guide/getting_started/b2b_use_cases/lead_scoring.md,_docs/_user_guide/getting_started/b2b_use_cases/lead_scoring.md,,no,,
NONE (unchanged),Data dictionary,,Not started,none,,_docs/_user_guide/getting_started/braze_pilot/data_dictionary.md,_docs/_user_guide/getting_started/braze_pilot/data_dictionary.md,,no,,
NONE (unchanged),Navigation deep links,,Not started,none,,_docs/_user_guide/getting_started/braze_pilot/deep_links.md,_docs/_user_guide/getting_started/braze_pilot/deep_links.md,,no,,
NONE (unchanged),Getting started,,Not started,none,,_docs/_user_guide/getting_started/braze_pilot/getting_started.md,_docs/_user_guide/getting_started/braze_pilot/getting_started.md,,no,,
NONE (unchanged),Braze overview,,Not started,none,,_docs/_user_guide/getting_started/overview.md,_docs/_user_guide/getting_started/overview.md,,no,,
NONE (unchanged),Message building by channel,,Not started,none,,_docs/_user_guide/message_building_by_channel.md,_docs/_user_guide/message_building_by_channel.md,,no,,
NONE (unchanged),Banner analytics,,Not started,none,,_docs/_user_guide/message_building_by_channel/banners/analytics.md,_docs/_user_guide/message_building_by_channel/banners/analytics.md,,no,,
NONE (unchanged),Testing,,Not started,none,,_docs/_user_guide/message_building_by_channel/banners/testing.md,_docs/_user_guide/message_building_by_channel/banners/testing.md,,no,,
NONE (unchanged),Content Cards,,Not started,none,,_docs/_user_guide/message_building_by_channel/content_cards.md,_docs/_user_guide/message_building_by_channel/content_cards.md,,no,,
NONE (unchanged),Improving low latency,,Not started,none,,_docs/_user_guide/message_building_by_channel/content_cards/best_practices/improving_low_latency_requirements.md,_docs/_user_guide/message_building_by_channel/content_cards/best_practices/improving_low_latency_requirements.md,,no,,
NONE (unchanged),Know before you send,,Not started,none,,_docs/_user_guide/message_building_by_channel/content_cards/best_practices/know_before_send.md,_docs/_user_guide/message_building_by_channel/content_cards/best_practices/know_before_send.md,,no,,
NONE (unchanged),Card creation,,Not started,none,,_docs/_user_guide/message_building_by_channel/content_cards/create/card_creation.md,_docs/_user_guide/message_building_by_channel/content_cards/create/card_creation.md,,no,,
NONE (unchanged),Testing,,Not started,none,,_docs/_user_guide/message_building_by_channel/content_cards/testing.md,_docs/_user_guide/message_building_by_channel/content_cards/testing.md,,no,,
NONE (unchanged),Send emails to Apple Private Relay,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/apple_mail/email_private_relay_apple_SSO.md,_docs/_user_guide/message_building_by_channel/email/apple_mail/email_private_relay_apple_SSO.md,,no,,
NONE (unchanged),Apple Mail Privacy Protection,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/apple_mail/mpp.md,_docs/_user_guide/message_building_by_channel/email/apple_mail/mpp.md,,no,,
NONE (unchanged),Duplicate emails,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/best_practices/duplicate_emails.md,_docs/_user_guide/message_building_by_channel/email/best_practices/duplicate_emails.md,,no,,
NONE (unchanged),Email services,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/best_practices/email_services.md,_docs/_user_guide/message_building_by_channel/email/best_practices/email_services.md,,no,,
NONE (unchanged),Email use cases,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/best_practices/use_cases.md,_docs/_user_guide/message_building_by_channel/email/best_practices/use_cases.md,,no,,
NONE (unchanged),Drag-and-drop editor,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/drag_and_drop.md,_docs/_user_guide/message_building_by_channel/email/drag_and_drop.md,,no,,
NONE (unchanged),Editor blocks,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/drag_and_drop/dnd_editor_blocks.md,_docs/_user_guide/message_building_by_channel/email/drag_and_drop/dnd_editor_blocks.md,,no,,
NONE (unchanged),Email authentication,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/email_setup/authentication.md,_docs/_user_guide/message_building_by_channel/email/email_setup/authentication.md,,no,,
NONE (unchanged),Consent & address collection,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/email_setup/consent_and_address_collection.md,_docs/_user_guide/message_building_by_channel/email/email_setup/consent_and_address_collection.md,,no,,
NONE (unchanged),Deliverability pitfalls & spam traps,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/email_setup/deliverability_pitfalls_and_spam_traps.md,_docs/_user_guide/message_building_by_channel/email/email_setup/deliverability_pitfalls_and_spam_traps.md,,no,,
NONE (unchanged),Email validation,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/email_setup/email_validation.md,_docs/_user_guide/message_building_by_channel/email/email_setup/email_validation.md,,no,,
NONE (unchanged),Import your email list,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/email_setup/import_your_email_list.md,_docs/_user_guide/message_building_by_channel/email/email_setup/import_your_email_list.md,,no,,
NONE (unchanged),IP warming,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/email_setup/ip_warming.md,_docs/_user_guide/message_building_by_channel/email/email_setup/ip_warming.md,,no,,
NONE (unchanged),Set up IPs & domains,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/email_setup/setting_up_ips_and_domains.md,_docs/_user_guide/message_building_by_channel/email/email_setup/setting_up_ips_and_domains.md,,no,,
NONE (unchanged),SSL at Braze,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/email_setup/ssl.md,_docs/_user_guide/message_building_by_channel/email/email_setup/ssl.md,,no,,
NONE (unchanged),FAQ,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/faq.md,_docs/_user_guide/message_building_by_channel/email/faq.md,,no,,
NONE (unchanged),HTML editor,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/html_editor.md,_docs/_user_guide/message_building_by_channel/email/html_editor.md,,no,,
NONE (unchanged),Create an email,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/html_editor/creating_an_email_campaign.md,_docs/_user_guide/message_building_by_channel/email/html_editor/creating_an_email_campaign.md,,no,,
NONE (unchanged),CSS inlining,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/html_editor/css_inline.md,_docs/_user_guide/message_building_by_channel/email/html_editor/css_inline.md,,no,,
NONE (unchanged),Gmail promotions setup,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/html_editor/gmail_promotions_tab.md,_docs/_user_guide/message_building_by_channel/email/html_editor/gmail_promotions_tab.md,,no,,
NONE (unchanged),Troubleshooting,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/html_editor/troubleshooting.md,_docs/_user_guide/message_building_by_channel/email/html_editor/troubleshooting.md,,no,,
NONE (unchanged),Inbox Vision,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/inbox_vision.md,_docs/_user_guide/message_building_by_channel/email/inbox_vision.md,,no,,
NONE (unchanged),API email preference center,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/preference_center/api_preference_center.md,_docs/_user_guide/message_building_by_channel/email/preference_center/api_preference_center.md,,no,,
NONE (unchanged),Drag-and-drop email preference center,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/preference_center/dnd_preference_center.md,_docs/_user_guide/message_building_by_channel/email/preference_center/dnd_preference_center.md,,no,,
NONE (unchanged),Reporting & analytics,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/reporting_and_analytics.md,_docs/_user_guide/message_building_by_channel/email/reporting_and_analytics.md,,no,,
NONE (unchanged),Email Analytics Glossary,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/reporting_and_analytics/analytics_glossary.md,_docs/_user_guide/message_building_by_channel/email/reporting_and_analytics/analytics_glossary.md,,no,,
NONE (unchanged),Create an email template,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/templates/email_template.md,_docs/_user_guide/message_building_by_channel/email/templates/email_template.md,,no,,
NONE (unchanged),FAQ,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/templates/faq.md,_docs/_user_guide/message_building_by_channel/email/templates/faq.md,,no,,
